-1.997997997997997999e+01 -2.881875554201936667e-49 -3.528072690543722836e-49 1.996575258685329827e-45 -1.564107444777369949e-45 6.561801223664872852e-45 -5.107619358235577224e-47 5.856747780218865250e-48 1.194991102833902739e-44 -2.279201403887793885e-45 -1.448360081042557107e-46 -4.608071510553333623e-45 -6.877570105823609602e-45 1.710822485009050301e-45 -9.001463490608036778e-46 8.187276054949217830e-46 -2.709078403118675892e-45
-1.995995995995995997e+01 -5.528640145264206418e-49 -1.910682538597920288e-48 3.967311546282883878e-45 -3.525541316225181786e-45 1.249477597490428606e-44 -1.338724878529544929e-46 1.055073066005885729e-47 2.243398653995149028e-44 -4.501527168400660031e-45 -2.846416795102477037e-46 -9.125811446610174088e-45 -1.346555980254724180e-44 3.341177834257304093e-45 -1.838479895141088953e-45 1.448205959036375418e-45 -5.309278807548911586e-45
-1.993993993993993996e+01 -7.778697311975261168e-49 -5.251646276194233891e-48 5.811192749839124220e-45 -6.050319107711407315e-45 1.742153781128663547e-44 -2.682017033372448767e-46 1.351616971270227641e-47 3.027891764315623781e-44 -6.492461891650547982e-45 -4.122653603789507897e-46 -1.350818112275306144e-44 -1.931743572316190182e-44 4.809933846034104416e-45 -2.807640965633048571e-45 1.799594370557123395e-45 -7.676752224219230587e-45
-1.991991991991991995e+01 -9.637418361256012305e-49 -1.018270394265826513e-47 7.337543166411875475e-45 -9.020256067553613408e-45 2.127052915999734200e-44 -4.678817662439561033e-46 1.474694383001231673e-47 3.516594024054706334e-44 -8.052142330599220936e-45 -5.217477916863439576e-46 -1.779102109398651747e-44 -2.414164679171862599e-44 6.076330706364222114e-45 -3.767707090493190478e-45 1.874739305775745422e-45 -9.675662924309838166e-45
-1.989989989989989994e+01 -1.115840934283024535e-48 -1.596113483307976950e-47 8.332334960172635176e-45 -1.216693001460613092e-44 2.425777638509529980e-44 -7.224079790759852148e-46 1.470152608349310879e-47 3.756816761928498216e-44 -9.071193167161117496e-45 -6.110770921406325548e-46 -2.182239444061607396e-44 -2.783234671156798678e-44 7.138112198431411557e-45 -4.679961990078411732e-45 1.751005915623031634e-45 -1.121808105728887336e-44
-1.987987987987987992e+01 -1.233381623491181781e-48 -2.211789646246196936e-47 8.750827542061001055e-45 -1.503678325507650210e-44 2.664086510337289084e-44 -1.009352382804821471e-45 1.353601881227033331e-47 3.859729092533304724e-44 -9.549862294201214725e-45 -6.819579218159664343e-46 -2.533591646130529972e-44 -3.011655125038323263e-44 7.985316240908057527e-45 -5.563715826103664458e-45 1.437765220204718913e-45 -1.229709037257428276e-44
-1.985985985985985991e+01 -1.311184000114849896e-48 -2.866061508627411553e-47 8.544599932097785165e-45 -1.719916918024580569e-44 2.838642083712565153e-44 -1.312940183181908823e-45 1.143093128322467952e-47 3.886822584777141257e-44 -9.588222564714805891e-45 -7.389092738201589828e-46 -2.815878426015798074e-44 -3.089613944704144196e-44 8.618697737096149737e-45 -6.500101335528259460e-45 8.623283342502742110e-46 -1.295399075410190386e-44
-1.983983983983983990e+01 -1.347906784762034662e-48 -3.543808121836416050e-47 7.904811452194849339e-45 -1.823541299007338043e-44 2.943381215487810112e-44 -1.615145313853793215e-45 8.431356796903652241e-48 3.878806720750370621e-44 -9.310539701681885601e-45 -7.829792636741793293e-46 -3.040653352562541204e-44 -3.041574737867941423e-44 9.022510611214825088e-45 -7.538165359086664623e-45 1.735821194635254325e-47 -1.322942220940481281e-44
-1.981981981981981988e+01 -1.340585728309832182e-48 -4.138712130461444026e-47 7.130273449427315018e-45 -1.799831060622760424e-44 2.949244329212582883e-44 -1.906343793338582191e-45 4.478782810529626446e-48 3.884303732211630622e-44 -8.769508544395590006e-45 -8.160861915235512729e-46 -3.249058391425866741e-44 -2.917267200223633366e-44 9.185209220249839410e-45 -8.733745638694792648e-45 -1.030988337394100115e-45 -1.315621635872725402e-44
-1.979979979979979987e+01 -1.289220011659959956e-48 -4.518527755158854892e-47 6.552024587667929621e-45 -1.661355454528326229e-44 2.833659155598189717e-44 -2.163767975935782335e-45 2.789206860284989796e-49 3.885001945673642584e-44 -7.920195691648151891e-45 -8.421489453469040295e-46 -3.481455662195524471e-44 -2.751213527023775691e-44 9.082478877012727127e-45 -1.012095994027132498e-44 -2.182803162250401427e-45 -1.279952897109734896e-44
