3.113445158315555350e+00 6.293595338394141869e+00
-3.113445158315581551e+00 6.293595338394776029e+00
2.110046367164015741e-03 6.318487268250454925e+00
-2.110046367142962703e-03 6.318487270803120559e+00
-2.325039138843923982e-06 5.712832987761710335e+00
2.325039229884434616e-06 5.712834262404228092e+00
-1.138839887925267629e-08 5.182983545109495438e+00
1.138823813585099434e-08 5.183153575828326254e+00
2.740575423144530954e-10 4.730988948527765636e+00
-2.738959454079819546e-10 4.738771819681025121e+00
-4.103167366547703502e-11 4.283086050597838756e+00
4.105329578676543248e-11 4.416094128213598147e+00
-2.872612613801693203e-12 3.711203758510793094e+00
3.049288104855556193e-12 4.326001181798846851e+00
-9.638914069089964262e-13 4.035874244123705878e+00
8.421247238638221433e-13 4.453795185955578440e+00
