-1.997997997997998043e+00 1.629260468389282124e-06 2.336033315785489392e-05 -1.315251640445080136e-03
-1.995995995995996086e+00 3.258745329057150402e-06 4.672239540612149815e-05 -2.630499678226280811e-03
-1.993993993993993907e+00 4.888679005186947221e-06 7.008791596319573474e-05 -3.945740510689588372e-03
-1.991991991991991950e+00 6.519285981775776578e-06 9.345862430345140898e-05 -5.260970535200727716e-03
-1.989989989989989994e+00 8.150790836552036954e-06 1.168362502852528137e-04 -6.576186149155029831e-03
-1.987987987987988037e+00 9.783418270905706705e-06 1.402225242789958005e-04 -7.891383749987294569e-03
-1.985985985985986080e+00 1.141739314083568127e-05 1.636191772951867444e-04 -9.206559735181665122e-03
-1.983983983983983901e+00 1.305294048791839040e-05 1.870279411125687992e-04 -1.052171050228149080e-02
-1.981981981981981944e+00 1.469028557030197036e-05 2.104505484063052233e-04 -1.183683244889919758e-02
-1.979979979979979987e+00 1.632965389373028221e-05 2.338887328762287465e-04 -1.315192197272615181e-02
-1.977977977977978030e+00 1.797127124260102310e-05 2.573442293751670887e-04 -1.446697547154254110e-02
-1.975975975975976073e+00 1.961536371106219130e-05 2.808187740373535341e-04 -1.578198934322722416e-02
-1.973973973973973894e+00 2.126215773415125859e-05 3.043141044069328882e-04 -1.709695998576759787e-02
-1.971971971971971938e+00 2.291188011898125299e-05 3.278319595665707322e-04 -1.841188379726948002e-02
-1.969969969969969981e+00 2.456475807597809723e-05 3.513740802661779279e-04 -1.972675717596696077e-02
-1.967967967967968024e+00 2.622101925017350572e-05 3.749422090517575833e-04 -2.104157652023227326e-02
-1.965965965965966067e+00 2.788089175255773297e-05 3.985380903943848874e-04 -2.235633822858565378e-02
-1.963963963963963888e+00 2.954460419149645921e-05 4.221634708193303847e-04 -2.367103869970522620e-02
-1.961961961961961931e+00 3.121238570421627225e-05 4.458200990353342248e-04 -2.498567433243684480e-02
-1.959959959959959974e+00 3.288446598836285183e-05 4.695097260640425547e-04 -2.630024152580395444e-02
-1.957957957957958017e+00 3.456107533363648803e-05 4.932341053696152151e-04 -2.761473667901746462e-02
-1.955955955955956060e+00 3.624244465350902333e-05 5.169949929885135761e-04 -2.892915619148563738e-02
-1.953953953953953881e+00 3.792880551702674477e-05 5.407941476594802779e-04 -3.024349646282391280e-02
-1.951951951951951925e+00 3.962039018070359354e-05 5.646333309537162953e-04 -3.155775389286477606e-02
-1.949949949949949968e+00 4.131743162050901863e-05 5.885143074052715364e-04 -3.287192488166763155e-02
-1.947947947947948011e+00 4.302016356395492659e-05 6.124388446416500044e-04 -3.418600582952865952e-02
-1.945945945945946054e+00 4.472882052228617934e-05 6.364087135146480638e-04 -3.549999313699069015e-02
-1.943943943943943875e+00 4.644363782277890915e-05 6.604256882314300369e-04 -3.681388320485300125e-02
-1.941941941941941918e+00 4.816485164115144829e-05 6.844915464858505666e-04 -3.812767243418128948e-02
-1.939939939939939961e+00 4.989269903409185113e-05 7.086080695900370775e-04 -3.944135722631741947e-02
-1.937937937937938004e+00 5.162741797190692814e-05 7.327770426062392775e-04 -4.075493398288931868e-02
-1.935935935935936048e+00 5.336924737129708805e-05 7.570002544789568646e-04 -4.206839910582087227e-02
-1.933933933933933869e+00 5.511842712826140622e-05 7.812794981673525964e-04 -4.338174899734172085e-02
-1.931931931931931912e+00 5.687519815113771684e-05 8.056165707779652492e-04 -4.469498005999716223e-02
-1.929929929929929955e+00 5.863980239378201154e-05 8.300132736977279980e-04 -4.600808869665794221e-02
-1.927927927927927998e+00 6.041248288889194886e-05 8.544714127273030568e-04 -4.732107131053020499e-02
-1.925925925925926041e+00 6.219348378147885866e-05 8.789927982147453757e-04 -4.863392430516525616e-02
-1.923923923923923862e+00 6.398305036249295793e-05 9.035792451894996205e-04 -4.994664408446945758e-02
-1.921921921921921905e+00 6.578142910260643321e-05 9.282325734967472423e-04 -5.125922705271403895e-02
-1.919919919919919948e+00 6.758886768615895676e-05 9.529546079321062372e-04 -5.257166961454502047e-02
-1.917917917917917991e+00 6.940561504527033255e-05 9.777471783767009445e-04 -5.388396817499297581e-02
-1.915915915915916035e+00 7.123192139412513738e-05 1.002612119932606112e-03 -5.519611913948294091e-02
-1.913913913913913856e+00 7.306803826343374810e-05 1.027551273058677044e-03 -5.650811891384424634e-02
-1.911911911911911899e+00 7.491421853507483717e-05 1.052566483706778629e-03 -5.781996390432034977e-02
-1.909909909909909942e+00 7.677071647692382250e-05 1.077659603458417477e-03 -5.913165051757864749e-02
-1.907907907907907985e+00 7.863778777787235367e-05 1.102832489661795040e-03 -6.044317516072039709e-02
-1.905905905905905806e+00 8.051568958304341529e-05 1.128087005569283156e-03 -6.175453424129050822e-02
-1.903903903903903849e+00 8.240468052920698076e-05 1.153425020475339329e-03 -6.306572416728736807e-02
