-1.997997997997997999e+01 -3.566452897699028141e-45 -4.026617725817781314e-43 3.358701358156369925e-48 -4.830789825074154516e-48 8.583171799732740331e-46 -9.366588290963490760e-46 -2.084134953280429609e-46 3.698559526737112484e-47 1.493009665031319288e-44 9.332241840985919252e-45
-1.995995995995995997e+01 -6.910930966937724753e-45 -9.405365445951794201e-43 6.734460877587391862e-48 -1.012891603812385125e-47 1.653732114843693043e-45 -2.007724165033143596e-45 -4.408138313061033169e-46 7.689698142306920451e-47 2.936831206261051143e-44 1.848181801538958702e-44
-1.993993993993993996e+01 -9.865800654728542583e-45 -1.681567716356922820e-42 1.010573480485350909e-47 -1.626913425684201237e-47 2.342596726796592805e-45 -3.300878356772024749e-45 -7.236742400104450817e-46 1.231400975251964037e-46 4.246702160078187456e-44 2.699268120579204487e-44
-1.991991991991991995e+01 -1.238006066887275256e-44 -2.607642547643962120e-42 1.341847649592394065e-47 -2.353794420839515797e-47 2.905688409595005492e-45 -4.868774037043265665e-45 -1.088908937974748499e-45 1.802181313193964879e-46 5.335002709539384194e-44 3.438109947632671616e-44
-1.989989989989989994e+01 -1.444505960205527503e-44 -3.636490870917316259e-42 1.665036309798647295e-47 -3.224409005678669260e-47 3.346524375726903712e-45 -6.668101870294261612e-45 -1.577433470597598578e-45 2.542425058063575931e-46 6.152517155704013369e-44 4.046793496130791610e-44
-1.987987987987987992e+01 -1.602277240853741450e-44 -4.701062437490042303e-42 1.995729412779080656e-47 -4.278684241100379262e-47 3.673111693987859678e-45 -8.600150267633957836e-45 -2.243791818477417751e-45 3.535532948220061462e-46 6.697922273864808732e-44 4.548428447150772954e-44
-1.985985985985985991e+01 -1.705433042249457271e-44 -5.770523820837270123e-42 2.359436215665971463e-47 -5.582718550508003163e-47 3.873988388572898632e-45 -1.057355503524103265e-44 -3.162125705905486168e-45 4.892495805255679268e-46 7.015281953531749102e-44 5.009361062637473158e-44
-1.983983983983983990e+01 -1.751062070616492263e-44 -6.792188197842716577e-42 2.809658744558222597e-47 -7.242331969952564532e-47 3.934383123702754299e-45 -1.248059781745294129e-44 -4.434327877614590349e-45 6.764455504146874909e-46 7.168960025887633206e-44 5.530408942573883741e-44
-1.981981981981981988e+01 -1.735996572716438948e-44 -7.625380111402940675e-42 3.422865302694398180e-47 -9.429064983880247835e-47 3.822968152822142298e-45 -1.423255010843850799e-44 -6.201175039637558029e-45 9.359706013585566190e-46 7.212651691255137246e-44 6.218950662355226095e-44
-1.979979979979979987e+01 -1.659672846012295961e-44 -8.106803267205582597e-42 4.297666342787846806e-47 -1.239988419077581629e-46 3.511859461241497964e-45 -1.569375897702825003e-44 -8.657562706156723146e-45 1.296386470260745946e-45 7.183331808631089523e-44 7.189291907406582819e-44
