-6.206992649709769161e+00 4.048131656514627252e+00
6.206992649709775378e+00 4.048131656514626364e+00
6.239233252924774042e+00 3.890849010186808510e+00
-6.239233252924724304e+00 3.890849010186797408e+00
4.129466406701022940e+00 6.009899983466874041e+00
-4.129466406701310710e+00 6.009899983466931772e+00
-6.724418648179387503e+00 2.646262588550828632e+00
6.724418648179552704e+00 2.646262588550946759e+00
5.542692829084582939e+00 4.525866493913397903e+00
-5.542692829084304051e+00 4.525866493919986411e+00
