-4.994994994994994997e+00 1.230789618226432872e-12 1.205183674200744994e-11 8.253707951114662474e-11 4.563211306060869191e-10 2.159280786155946953e-09
-4.989989989989989994e+00 2.464594541780505681e-12 2.413199162845048394e-11 1.652598258754834906e-10 9.136230312419066883e-10 4.322986154722424360e-09
-4.984984984984984990e+00 3.704425121714185173e-12 3.626872850182876126e-11 2.483534960645221323e-10 1.372884004936812783e-09 6.495528107169031287e-09
-4.979979979979979987e+00 4.953294072998062692e-12 4.849032278772371975e-11 3.320033505051816622e-10 1.835081972745011604e-09 8.681315026610342011e-09
-4.974974974974974984e+00 6.214223738385898609e-12 6.082512684272240796e-11 4.163950627269308562e-10 2.301196538428968296e-09 1.088476054496984038e-08
-4.969969969969969981e+00 7.490253315691985183e-12 7.330163491861795358e-11 5.017151262415078307e-10 2.772211037255960217e-09 1.311029233302596530e-08
-4.964964964964964977e+00 8.784446065917952240e-12 8.594854789341042371e-11 5.881512595593217095e-10 3.249114573267188937e-09 1.536236083122285673e-08
-4.959959959959959974e+00 1.009989651940393920e-11 9.879483791715495681e-11 6.758928102303765587e-10 3.732904049293309257e-09 1.764544793874616131e-08
-4.954954954954954971e+00 1.143973769696038607e-11 1.118698131185834098e-10 7.651311587833604432e-10 4.224586193914333195e-09 1.996407567802068147e-08
-4.949949949949949968e+00 1.280714836275949588e-11 1.252031825166548453e-10 8.560601234243561539e-10 4.725179589495306137e-09 2.232281485147967936e-08
-4.944944944944944965e+00 1.420536032562907222e-11 1.388251212797524265e-10 9.488763663463904828e-10 5.235716705371561563e-09 2.472629370718436654e-08
-4.939939939939939961e+00 1.563766580529439571e-11 1.527663364741379989e-10 1.043779802492685229e-09 5.757245940208590813e-09 2.717920662963496411e-08
-4.934934934934934958e+00 1.710742488005583151e-11 1.670581334424866631e-10 1.140974011609951466e-09 6.290833677521092871e-09 2.968632287191095542e-08
-4.929929929929929955e+00 1.861807303236940477e-11 1.817324829528483989e-10 1.240666654423352032e-09 6.837566358303758117e-09 3.225249534510648697e-08
-4.924924924924924952e+00 2.017312880881478215e-11 1.968220892582137430e-10 1.343069893761763194e-09 7.398552574702079993e-09 3.488266948088624588e-08
-4.919919919919919948e+00 2.177620161098856388e-11 2.123604592069903329e-10 1.448400821460701923e-09 7.974925188635201374e-09 3.758189218287707083e-08
-4.914914914914914945e+00 2.343099963395056397e-11 2.283819725451228982e-10 1.556881891870682032e-09 8.567843479274047528e-09 4.035532088252933444e-08
-4.909909909909909942e+00 2.514133796897640376e-11 2.449219535513036796e-10 1.668741362800790777e-09 9.178495323276677404e-09 4.320823271503063794e-08
-4.904904904904904939e+00 2.691114688753020412e-11 2.620167441477219185e-10 1.784213744730953114e-09 9.808099411688789445e-09 4.614603383082929533e-08
-4.899899899899899935e+00 2.874448032356745859e-11 2.797037786300880012e-10 1.903540259131565558e-09 1.045790750743042650e-08 4.917426885832891266e-08
-4.894894894894894932e+00 3.064552457150871406e-11 2.980216601622319065e-10 2.026969306736016139e-09 1.112920674731007035e-08 5.229863053334473608e-08
-4.889889889889889929e+00 3.261860721749044010e-11 3.170102391824230146e-10 2.154756946619964212e-09 1.182332199253443801e-08 5.552496951096864432e-08
-4.884884884884884926e+00 3.466820632180005751e-11 3.367106938706790157e-10 2.287167386951151050e-09 1.254161823171612115e-08 5.885930437557122132e-08
-4.879879879879879923e+00 3.679895987073710499e-11 3.571656128287347746e-10 2.424473488284953538e-09 1.328550304042189890e-08 6.230783186477636865e-08
-4.874874874874874919e+00 3.901567551651283152e-11 3.784190801270149360e-10 2.566957280293826420e-09 1.405642910135184447e-08 6.587693732337592203e-08
-4.869869869869869916e+00 4.132334062420609185e-11 4.005167628759110716e-10 2.714910492833274747e-09 1.485589678929329444e-08 6.957320540330773611e-08
-4.864864864864864913e+00 4.372713264523363467e-11 4.235060014818929666e-10 2.868635102262925675e-09 1.568545682505429609e-08 7.340343102600194013e-08
-4.859859859859859910e+00 4.623242983726986188e-11 4.474359027524974552e-10 3.028443893958809998e-09 1.654671300264814962e-08 7.737463062360403657e-08
-4.854854854854854906e+00 4.884482235106329828e-11 4.723574360180267512e-10 3.194661041971936427e-09 1.744132499407432774e-08 8.149405367581277627e-08
-4.849849849849849903e+00 5.157012370514614232e-11 4.983235324418668434e-10 3.367622706808779253e-09 1.837101123612111102e-08 8.576919455932206766e-08
-4.844844844844844900e+00 5.441438267001942290e-11 5.253891876956962834e-10 3.547677652331353933e-09 1.933755190370200906e-08 9.020780472713221739e-08
-4.839839839839839897e+00 5.738389558402020157e-11 5.536115681805086866e-10 3.735187882798159143e-09 2.034279197433104252e-08 9.481790523529473661e-08
-4.834834834834834894e+00 6.048521912373907436e-11 5.830501209793157584e-10 3.930529301092417995e-09 2.138864438844188764e-08 9.960779963497712370e-08
-4.829829829829829890e+00 6.372518355255732188e-11 6.137666877326416727e-10 4.134092389210759512e-09 2.247709331036206341e-08 1.045860872480798621e-07
-4.824824824824824887e+00 6.711090647161435826e-11 6.458256226334658219e-10 4.346282912113804164e-09 2.361019749486628162e-08 1.097616768450064504e-07
-4.819819819819819884e+00 7.064980709829695607e-11 6.792939147441210922e-10 4.567522646070041727e-09 2.479009376435287559e-08 1.151438007435802120e-07
-4.814814814814814881e+00 7.434962109816528577e-11 7.142413148438254797e-10 4.798250132655914003e-09 2.601900060181332196e-08 1.207420293485167448e-07
-4.809809809809809877e+00 7.821841599709602004e-11 7.507404670220082018e-10 5.038921459608257289e-09 2.729922186489829761e-08 1.265662861513008384e-07
-4.804804804804804874e+00 8.226460720133218002e-11 7.888670452394064958e-10 5.290011069760102346e-09 2.863315062652360662e-08 1.326268632107786628e-07
-4.799799799799799871e+00 8.649697465408259696e-11 8.286998950860502446e-10 5.552012599327472944e-09 3.002327314760649711e-08 1.389344371352637656e-07
