1.001001001001000992e-02 1.185042965398509928e-06 -2.126696796677966577e-06 3.120500942461084767e-06 -4.037207704016781484e-06 4.908499440593190911e-06 -5.569760043202978340e-06 5.618545981862911753e-06
2.002002002002001985e-02 2.377056891242975719e-06 -4.265592106882695819e-06 6.258490401304121779e-06 -8.096594684535581791e-06 9.843511111561787863e-06 -1.116917249577761140e-05 1.126666434497431351e-05
3.003003003003002977e-02 3.582959320554447933e-06 -6.428784971537422902e-06 9.431306299571897905e-06 -1.220014044387787484e-05 1.483129942996342134e-05 -1.682760395844835381e-05 1.697363557495957660e-05
4.004004004004003969e-02 4.809653704617544267e-06 -8.628341967767506212e-06 1.265622971047024351e-05 -1.636974111726074651e-05 1.989801767259125319e-05 -2.257428576420239221e-05 2.276859659060958559e-05
5.005005005005004615e-02 6.064067557986915399e-06 -1.087636213026455911e-05 1.595057555959072520e-05 -2.062732197228943067e-05 2.506983992866359788e-05 -2.843845919430155190e-05 2.868068372731305115e-05
6.006006006006005954e-02 7.353189664662770195e-06 -1.318504015489434455e-05 1.933178079274100721e-05 -2.499494661971407756e-05 3.037308904851084289e-05 -3.444951614912996224e-05 3.473917113632816567e-05
7.007007007007007293e-02 8.684106543071296581e-06 -1.556672822972232279e-05 2.281749048162870275e-05 -2.949492351092745896e-05 3.583436125336008753e-05 -4.063713599684499480e-05 4.097360530492762299e-05
8.008008008008007939e-02 1.006403836471450231e-05 -1.803399681650783769e-05 2.642564230825923490e-05 -3.414991025826871816e-05 4.148064802462886043e-05 -4.703141927099849159e-05 4.741393635113104574e-05
9.009009009009008584e-02 1.150037450989277167e-05 -2.059969468575960770e-05 3.017454984047214978e-05 -3.898301627836940218e-05 4.733945584858311909e-05 -5.366301884098333656e-05 5.409064669979393437e-05
1.001001001001000923e-01 1.300070893363052201e-05 -2.327700849044686511e-05 3.408298498526952556e-05 -4.401790422618667237e-05 5.343892435339189654e-05 -6.056326913590089869e-05 6.103487770382729367e-05
1.101101101101101126e-01 1.457287550573945323e-05 -2.607952214723569868e-05 3.817025998322974377e-05 -4.927889065769916173e-05 5.980794334015499230e-05 -6.776431396283895967e-05 6.827855473488530526e-05
1.201201201201201191e-01 1.622498348073332712e-05 -2.902127627949802689e-05 4.245630928611258465e-05 -5.479104633220466535e-05 6.647626917705581299e-05 -7.529923342422984063e-05 7.585451123162372119e-05
1.301301301301301394e-01 1.796545324597024733e-05 -3.211682796316436719e-05 4.696177164053141271e-05 -6.058029654049043860e-05 7.347464099609013152e-05 -8.320217040559101248e-05 8.379661216026858402e-05
1.401401401401401459e-01 1.980305248985747188e-05 -3.538131100461847388e-05 5.170807268309780157e-05 -6.667352182260306219e-05 8.083489710456080919e-05 -9.150845707422497759e-05 9.213987731144429648e-05
1.501501501501501523e-01 2.174693292613232720e-05 -3.883049696912921215e-05 5.671750833655000399e-05 -7.309865941830142710e-05 8.859009199844983706e-05 -1.002547418010886601e-04 1.009206048287133339e-04
1.601601601601601588e-01 2.380666770505829229e-05 -4.248085716866249897e-05 6.201332928189201327e-05 -7.988480577432812996e-05 9.677461434163934671e-05 -1.094791168917752712e-04 1.101764953378199931e-04
1.701701701701701652e-01 2.599228963778248876e-05 -4.634962580920108389e-05 6.761982676833955838e-05 -8.706232041519063741e-05 1.054243062535365540e-04 -1.192212474881392919e-04 1.199467770209787753e-04
1.801801801801801717e-01 2.831433035602755791e-05 -5.045486448981960917e-05 7.356242001075028499e-05 -9.466293146802812555e-05 1.145765842277555243e-04 -1.295225019793204944e-04 1.302723319574770390e-04
1.901901901901901781e-01 3.078386052568224607e-05 -5.481552823862193469e-05 7.986774541307594972e-05 -1.027198431171927372e-04 1.242705619859358701e-04 -1.404260842395747616e-04 1.411958240301813491e-04
2.002002002002001846e-01 3.341253122965694812e-05 -5.945153326415634056e-05 8.656374784609045152e-05 -1.112678452502402872e-04 1.345471755533583606e-04 -1.519771679902139961e-04 1.527618286770536635e-04
2.102102102102102188e-01 3.621261663253587003e-05 -6.438382659500257934e-05 9.367977419810689075e-05 -1.203434255439702293e-04 1.454493108265896418e-04 -1.642230335639105650e-04 1.650169647473320777e-04
2.202202202202202252e-01 3.919705803704004227e-05 -6.963445777479339120e-05 1.012466694084910673e-04 -1.299848842268437165e-04 1.570219338877985274e-04 -1.772132073314787123e-04 1.780100287034445266e-04
2.302302302302302317e-01 4.237950944007315662e-05 -7.522665277492143895e-05 1.092968751854109233e-04 -1.402324517424229100e-04 1.693122243055000039e-04 -1.909996040338449879e-04 1.917921313918628942e-04
